county,state,lat,lon,total_population,population_density_per_sqmi,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,high_school_graduation_rate,percent_some_college,labor_force,percent_children_in_poverty,social_association_rate,violent_crime_rate,percent_severe_housing_problems,overcrowding,inadequate_facilities,life_expectancy,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,average_grade_performance,median_household_income,percent_enrolled_in_free_or_reduced_lunch,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_not_proficient_in_english,percent_female,percent_rural,per_capita_income,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,mean_winter_temp,mean_summer_temp
Limestone,Alabama,34.81010556,-86.98140612,90257,161.1907157,20.11404561,18.17335659,33.9,29.3,14.96338315,24.20817998,11.01404217,92.00743494,58.79575447,42393,15.8,9.109976484,160.1237419,11.30163679,2.02650039,0.717069369,77.70135529,13.5740957,14.11353788,13.8,12.2,37.39478359,3.04713387,64863,41.8484679,49.28410276,78.01780489,9.517647439,22.55911161,15.18913636,0.952988193,49.92825504,57.60914208,26086,0.398,0.6466,0.3668,0.6925,0.5431,0.1885,0.6221,0.4731,0.4059,0.2541,0.6084,0.6374,0.6412,0.5549,0.554,0.5384,0.263,0.7004,0.5409,0.5269,36.42945455,77.15147541
Lowndes,Alabama,32.15475389,-86.65010295,10565,14.75741753,30.35591055,22.61591119,46.9,33.7,10.35372988,36.00729262,10.82283173,91.30434783,35.20647084,3625,39.6,5.954743946,671.0192238,19.45754717,1.155660377,2.358490566,71.15970302,17.61559354,17.00707636,13.9,26.4,42.73863118,2.13829439,33973,96.3091922,11.47899036,73.66028708,16.73034935,22.6188089,18.84900742,0.062486982,53.17826349,100,18434,0.9548,0.9424,0.907,0.943,0.9723,0.5018,0.5985,0.9417,0.9691,0.9841,0.9793,0.0697,0.5279,0.0506,0.9736,0.1882,0.9608,0.1165,0.3719,0.8908,42.17563636,80.25704918
Macon,Alabama,32.38596506,-85.69265703,19684,32.32672609,29.86333813,21.4146964,49.6,32.3,10.73504514,21.70113603,10.55468224,80,56.03470944,7816,39.7,6.931484937,734.3124166,19.89892609,1.579279848,1.073910297,73.16182193,17.20494401,17.05954112,23,25.6,45.89316797,2.2825275,32495,97.25956567,14.69893108,65.74571167,18.25291427,16.90981073,20.36986821,0,54.53658008,55.54726832,18385,0.9109,0.9777,0.9086,0.7841,0.9443,0.4352,0.0704,0.6673,0.9137,0.5587,0.9882,0.0783,0.5371,0.3964,0.7599,0.3836,0.9752,0.9481,0.9242,0.9023,39.03090909,77.66655738
Madison,Alabama,34.76309646,-86.55023073,349973,436.5884881,19.25782533,16.8201727,32.9,22,15.58025881,19.91511988,9.439347131,93.19437469,73.19534338,179752,16.9,10.80194767,610.7231592,11.94355127,1.250446588,0.671668453,77.40538974,13.05633916,13.87830515,13.5,13.8,36.15362162,3.179810226,63755,39.47185277,199.0231982,67.22613868,11.04709472,21.81769567,15.04014799,1.117454509,51.1419599,16.44151477,33264,0.3483,0.5699,0.079,0.2416,0.2687,0.1748,0.4954,0.2496,0.497,0.1315,0.7482,0.6399,0.7367,0.8777,0.1964,0.256,0.3473,0.5896,0.3582,0.3034,36.14218182,76.98918033
Marengo,Alabama,32.24767124,-87.78954307,20066,20.54087578,26.24173744,21.35600035,42.2,32.4,11.86980271,27.69580023,9.797428905,90.90909091,50.73642559,7589,34.5,17.03225807,449.4152495,18.09815951,1.226993865,2.208588957,73.18504344,16.75852132,16.86578076,17.6,22,39.26068391,2.829569542,37733,67.56616502,81.48256346,71.22811535,15.49066113,22.73680898,19.60033568,0.053853196,53.14696318,69.31564179,20359,0.9462,0.9691,0.8004,0.6581,0.9016,0.6332,0.5737,0.9516,0.8867,0.9873,0.907,0.0751,0.4881,0.4578,0.8542,0.2455,0.957,0.2085,0.6011,0.8937,43.81290909,76.96852459
Marion,Alabama,34.13656412,-87.88713856,30239,40.73735409,22.25650467,19.06020361,36.8,31.3,14.03490007,41.02564103,11.40808344,90.2173913,55.60644113,12549,27.4,10.39117756,295.8973336,11.13336003,1.281537845,0.881057269,74.46923681,14.72868105,15.23341228,20.4,13.3,37.53765331,3.122812754,37887,57.73309766,56.10522612,75.36030134,9.504203122,20.77411551,21.23777845,0.510096391,50.65685583,88.85495191,20998,0.6816,0.6078,0.752,0.8093,0.7631,0.7593,0.3133,0.9675,0.5263,0.866,0.2958,0.2124,0.2152,0.3187,0.8039,0.2588,0.4358,0.5002,0.3862,0.6256,37.77909091,75.78852459
Marshall,Alabama,34.36696256,-86.30664428,94534,167.0679021,22.39465306,21.01785348,34.4,36.2,14.19656084,46.30357845,15.64357699,92.28934817,52.02993291,42598,27.9,10.25662494,286.2690824,13.92919327,3.206616367,1.030179919,74.35386014,15.35998147,15.81151737,11.8,12.2,35.71209728,3.000898152,46233,61.0469592,64.65492116,70.36623109,12.02063107,24.90505572,17.0379465,4.005236488,50.57486812,53.26868704,21767,0.7701,0.5552,0.696,0.8516,0.7698,0.4091,0.7921,0.6253,0.7437,0.8676,0.5371,0.9,0.7657,0.2913,0.6377,0.8058,0.3986,0.2009,0.3961,0.7876,36.42218182,75.78918033
Mobile,Alabama,30.79152145,-88.20647692,414291,336.9864782,22.3990914,19.36996915,36.3,30.6,15.19329811,35.51484897,11.71989015,83.70992038,59.52648535,187406,31.4,11.66793492,548.14738,16.61804745,1.93504473,0.764942305,75.0935599,14.41975759,15.58144539,14,17.9,37.29141239,2.909443604,43598,68.38954137,252.6236452,64.8908112,14.77392788,23.37386437,16.20298871,0.737186928,52.36890252,20.02024252,23318,0.7294,0.737,0.5766,0.5734,0.7001,0.2311,0.7033,0.483,0.8548,0.6991,0.8287,0.4998,0.6963,0.8427,0.3824,0.5161,0.6425,0.6059,0.7485,0.787,46.84581818,78.86098361
Monroe,Alabama,31.57088474,-87.36543553,21975,21.42466486,30.01619585,23.25753896,41.8,33.7,11.23033314,36.85741998,12.7897351,88.03088803,40.8089022,7158,31.6,12.66000844,492.3091419,10.52315093,0.637402285,0.541190619,74.13195162,17.95022311,17.49854691,18.4,24.1,38.05333372,2.87037536,39556,66.9159954,32.16607277,60.89090686,12.88435829,21.56453221,20.29240044,0.088906451,52.50866284,79.0445639,16556,0.9745,0.9968,0.964,0.7405,0.9602,0.5524,0.6269,0.2926,0.4973,0.4483,0.8571,0.093,0.4658,0.2923,0.8395,0.0767,0.957,0.1939,0.4091,0.7491,44.978,79.89344262
Montgomery,Alabama,32.22026918,-86.20762341,227392,289.9065433,23.87508622,19.68315291,37.7,28.7,13.85100674,36.94868027,11.00542222,81.60813309,62.19480477,105579,31.3,15.04548944,531.7145579,18.30416482,1.844262295,0.891670359,76.12818958,15.4186848,14.94974453,13.9,20.7,37.11891253,2.507577779,49640,71.47413182,359.0638711,58.58073134,16.99072412,23.37584104,15.13666987,1.439804183,52.81689205,10.49123006,26255,0.8026,0.7036,0.3534,0.5893,0.6492,0.1544,0.6036,0.581,0.9618,0.7195,0.9481,0.6864,0.872,0.8306,0.1691,0.4836,0.8071,0.6784,0.7383,0.8093,40.81109091,80.25704918
Morgan,Alabama,34.45347499,-86.85294744,119555,206.3571953,20.55428234,18.85570615,32.4,26.6,13.5503695,37.46970239,11.56025222,90.19607843,55.90875346,56339,20.1,12.54018751,180.7332486,13.44091845,2.047005307,0.487382216,75.53649746,13.73709445,14.41293756,12.7,12.9,37.51680578,2.999028407,52797,52.02547771,123.4341194,72.13775577,10.17697092,22.81319014,17.46844797,2.095249993,50.72424825,38.59737217,24415,0.5387,0.7561,0.4862,0.7221,0.6654,0.3464,0.5903,0.6606,0.7326,0.7428,0.6227,0.7787,0.7437,0.731,0.5342,0.5476,0.3298,0.3935,0.5002,0.7192,36.78472727,75.26229508
Perry,Alabama,32.63846817,-87.29441186,9856,13.69529483,35.42905408,26.00308857,43.4,34.6,9.686567271,23.06149733,11.48098831,93.06930693,54.63970969,3397,52.8,10.70778456,381.4147018,17.8125,4.0625,0.9375,72.2540907,21.16117772,20.0020255,15.8,28.6,44.0162448,2.232006584,26814,90.96965211,23.58911052,72.75089315,18.47826087,21.24726477,19.40919037,0.289790459,53.1619256,100,14033,0.9952,0.9258,0.9885,0.9134,0.9844,0.659,0.5005,0.9771,0.9223,0.9889,0.9694,0.2837,0.6453,0.7294,0.8822,0.8902,0.9701,0.9004,0.9997,1,41.82727273,77.64622951
Pickens,Alabama,33.28080083,-88.08875635,20042,22.73805367,26.59326475,21.19912304,34.9,25.5,12.32901333,34.88661849,11.60720353,98.18181818,53.34794739,7805,30.8,9.912767645,166.2155103,14.23884514,1.679790026,0.32808399,76.01519064,16.30586791,16.11280541,15,18.9,40.24090013,2.678957125,37586,72.4824356,32.21552423,73.95750332,11.42773637,19.66596449,19.02397432,1.676702658,50.10532651,100,19188,0.8765,0.9424,0.8698,0.7644,0.9198,0.5651,0.2919,0.9691,0.6221,0.8118,0.8542,0.5696,0.7577,0.3461,0.7956,0.4174,0.9277,0.8106,0.8777,0.9379,40.54527273,79.7304918
Pike,Alabama,31.80273315,-85.94093763,33277,49.51170759,24.55416321,20.60465618,36.2,27.8,15.00951282,18.06282723,12.91665076,87.28522337,59.6498427,15230,30.6,10.52093666,564.4020349,15.78125,1.875,0.3125,75.44015866,15.95066654,15.84207391,12.3,21,39.09668052,2.821660595,37259,73.36744639,66.9725804,59.27946653,16.40478863,18.98134261,14.95890575,1.452032211,51.71276021,51.67938235,20180,0.9147,0.8259,0.8115,0.8058,0.8972,0.2162,0.2025,0.5934,0.8112,0.3454,0.8421,0.6915,0.8204,0.7351,0.8523,0.5014,0.6934,0.8373,0.9573,0.9153,41.36581818,77.24852459
Randolph,Alabama,33.29379108,-85.45913323,22615,38.95449455,21.3892945,18.99835753,37.4,34.2,14.00682348,41.21189311,13.22766246,91.80887372,49.54383181,9538,31.4,9.263343626,196.4983552,15.13233602,3.912543153,1.035673188,74.65708874,14.47389808,15.11384149,16.5,15.3,36.35385851,2.90837867,40546,61.48901982,35.99272185,73.41200972,10.93431772,21.44774477,20.3520352,0.272505168,51.34873487,81.34246934,19584,0.774,0.66,0.8494,0.8902,0.852,0.7011,0.4419,0.5288,0.6195,0.7106,0.6371,0.0879,0.3349,0.3053,0.8465,0.8781,0.5495,0.5336,0.8077,0.8029,36.68218182,74.27245902
Russell,Alabama,32.28840212,-85.18492879,58636,91.45390653,25.46314877,21.79131984,45.1,31.5,13.28764591,39.02792307,11.30465401,88.14589666,61.46744115,23753,31.6,9.992111491,504.9962394,16.78979181,2.843071413,1.522274457,73.48211671,15.37895141,15.55869717,19,19.2,41.24697987,2.913553298,39104,68.5225962,222.4574631,59.81090589,15.5959896,24.17403645,14.32997006,1.037901955,51.98248559,35.4089939,20760,0.8096,0.8007,0.7692,0.7176,0.8306,0.1165,0.8255,0.6743,0.9093,0.8488,0.8886,0.4846,0.7268,0.674,0.6418,0.7485,0.8472,0.1818,0.7953,0.8892,38.56963636,78.64
Shelby,Alabama,33.26428465,-86.66066941,205951,262.234819,16.48943997,15.56115747,35,25,17.04965513,14.11779212,7.859134052,94.22158548,76.46754728,112891,8.9,11.14206128,263.6228776,10.55438504,0.941532789,0.460890177,80.48575011,11.72232451,12.48584969,10.5,9.3,36.70310007,3.313380705,75663,29.49870354,113.398369,79.67265856,9.164195095,23.47860756,15.33886244,1.583308597,51.66128128,22.94487019,34117,0.079,0.2057,0.0694,0.1847,0.0672,0.1394,0.7612,0.1503,0.1761,0.0748,0.5874,0.7224,0.6839,0.8214,0.3922,0.1455,0.0704,0.3289,0.1617,0.1073,38.46054545,77.85672131
St. Clair,Alabama,33.71569927,-86.31470916,86576,137.0080951,19.27257125,18.33530128,36.6,30.7,15.14834421,31.56971646,10.04106833,88.4057971,55.49186472,39683,15,8.616877742,299.3994771,10.55607917,0.879673264,0.706880302,74.95095495,13.32755638,13.87561746,13.8,11.7,36.63076878,3.078895953,57284,47.31932964,49.02261426,78.94131543,10.06700547,22.69252452,16.6174315,0.476451593,50.35855226,72.79676528,24474,0.375,0.4368,0.4798,0.6769,0.504,0.2833,0.5651,0.6533,0.2334,0.2833,0.4556,0.3626,0.3948,0.334,0.859,0.1315,0.0704,0.5887,0.241,0.3289,37.12018182,77.05901639
Sumter,Alabama,32.59106113,-88.1988513,13285,14.69760029,33.63301606,22.49191497,42.8,37.6,10.71973787,23.57071214,11.36221621,76.97841727,56.98017714,4768,48.1,9.458500828,435.4801742,23.25819672,0.758196721,1.43442623,73.80672066,18.95297502,18.15369912,20.5,27.7,43.27665962,2.333711854,27859,94.31743958,13.28757265,64.94947494,18.28316611,18.96619652,18.01276495,0.382642677,54.28256245,100,13929,0.9895,0.9803,0.9895,0.8058,0.9733,0.3894,0.192,0.8284,0.7899,0.6479,0.9787,0.5521,0.8185,0.8555,0.937,0.0853,0.9847,0.8606,0.9729,0.9748,43.08672727,77.76655738
Talladega,Alabama,33.38008735,-86.16589091,81057,110.0156677,23.19712431,23.15986226,38.8,34.9,13.93203336,33.5198657,10.30204108,92.70239453,52.01185513,34978,26.4,12.36495348,468.5727744,13.1754609,1.414494596,1.080737444,73.13246058,14.59414673,15.53129034,16.3,17.2,42.18156803,2.820735742,41630,67.62986188,69.26434692,71.29620785,11.63458968,21.19306509,18.00120259,0.495646701,51.67109285,55.81533825,20430,0.7867,0.9354,0.7947,0.8131,0.8911,0.3789,0.453,0.7628,0.8424,0.8064,0.773,0.3846,0.5893,0.4292,0.8542,0.3184,0.7475,0.7638,0.8074,0.8841,37.26690909,77.05901639
Tallapoosa,Alabama,32.86238365,-85.797503,40958,57.1623727,22.84730675,18.18006719,36,30,13.18244811,43.06220096,11.90483693,89.89247312,49.88415199,17772,30.7,14.01145498,638.9143409,17.0746634,3.641370869,1.46878825,74.53086945,14.51525338,15.30771513,15.9,16.6,41.19439254,2.674848401,42205,58.54931,44.02404593,72.84776265,13.44226012,20.66572833,21.5596217,0.239427456,51.52233499,74.22625913,21410,0.8669,0.8335,0.7246,0.8201,0.872,0.7109,0.3534,0.7125,0.8427,0.8905,0.7074,0.313,0.51,0.6186,0.7246,0.8494,0.8195,0.3613,0.8997,0.9093,37.87109091,77.18590164
Tuscaloosa,Alabama,33.28957824,-87.52511536,202471,153.1925406,20.26232998,17.8726324,34.6,30,16.05198808,21.20310087,9.308683081,88.52459016,64.30493926,101569,20.9,11.06774906,401.7177234,17.05706985,2.065587734,0.638841567,76.26014772,13.8765712,15.10711577,11.9,16.4,37.90466333,3.049349029,52557,53.47826087,229.9536261,63.15091394,15.22011853,20.94719761,13.27981772,0.942408377,51.85078814,25.50807579,23896,0.6479,0.5256,0.5298,0.4403,0.5549,0.078,0.2986,0.192,0.7794,0.1076,0.7803,0.5444,0.6937,0.9545,0.4667,0.5549,0.6297,0.8157,0.9131,0.6253,39.232,78.23016393
Walker,Alabama,33.80331673,-87.29733269,65593,82.90388807,24.37171888,22.68098456,39.6,35.7,13.83630308,45.579597,11.67076647,90.35846724,52.90789474,25132,24.7,14.67420151,449.8501783,12.26433816,1.706687835,0.813653503,70.31074086,15.73529864,16.26208801,14.2,14.6,39.47672409,3.034826435,45434,52.3946636,27.61099578,76.07045854,10.22915692,22.19867841,19.3231938,0.614804899,51.27999874,74.08799964,20410,0.8223,0.9023,0.7969,0.8516,0.9013,0.5845,0.4508,0.9726,0.6294,0.8972,0.3757,0.4699,0.4088,0.1044,0.9236,0.433,0.5339,0.3063,0.3782,0.78,37.94890909,78.7852459
Washington,Alabama,31.40763462,-88.20786221,16909,15.65349331,23.04085882,20.79009208,32.9,34.1,13.98978232,32.04449153,13.90946502,92.67241379,49.56622325,6667,25.8,15.12310205,243.104535,10.0572363,1.635322976,1.946034342,74.31887446,15.24625807,15.48222636,16.6,17.2,38.75590021,2.799176183,44424,61.50690041,15.06212316,83.80223073,7.75264502,22.00512883,19.11100256,0.524115555,50.81817072,100,19598,0.8138,0.9841,0.8481,0.8169,0.9214,0.4352,0.6301,0.9551,0.5715,0.8771,0.7539,0.4288,0.6043,0.0271,0.9548,0.4113,0.1175,0.1238,0.1251,0.7364,45.84963636,76.96852459
Wilcox,Alabama,31.9893103,-87.30819998,11119,12.51437954,29.44186605,22.06663015,47.7,36.8,10.99889654,39.51584194,10.51888458,83.21678322,39.44805195,2734,50.6,6.530459931,644.666847,12.66490765,0.606860158,0.633245383,73.19123549,17.40870559,17.18663725,19.9,29.3,43.28828118,2.158949933,25385,94.20803783,15.95919482,64.95793901,11.02765449,23.76023337,19.44104639,0.670413093,52.4230733,100,14800,0.9857,0.9952,0.9831,0.8093,0.9748,0.5524,0.6192,0.745,0.425,0.7491,0.9742,0.1337,0.5629,0.0926,0.9819,0.0509,0.9834,0.575,0.5798,0.8711,44.28872727,76.96852459
Winston,Alabama,34.14920425,-87.37366922,24013,39.17426337,21.43141982,19.6479681,37.8,32.2,13.56003941,43.47826087,12.77275435,92.85714286,53.07092603,9781,27.6,9.274091561,107.4801619,10.49284579,1.695813461,0.529941706,74.83125405,14.75359464,15.70415374,19.5,13.1,36.49100341,2.831535454,41156,57.07582119,18.87575746,78.97479528,8.779022756,20.42688081,21.55959425,0.494940121,50.73964497,84.89217448,19299,0.774,0.737,0.8644,0.921,0.8825,0.7529,0.297,0.9761,0.3588,0.7727,0.1964,0.4562,0.2913,0.2178,0.9004,0.4352,0.6425,0.3734,0.5186,0.7421,37.34127273,75.78852459
Aleutians East Borough,Alaska,55.6854324,-161.2444121,3299,0.472503663,16.83452091,16.64681092,50.5,30,16.62579612,40.63843946,27.86085826,88.88888889,49.04904905,2321,12.5,0,170.7800571,12.65822785,2.53164557,1.772151899,91.14716056,10.60585293,9.158111043,12.6,12.5,35.90732098,3.214193482,70081,3.964757709,0,61.86046512,10.20979021,7.880512091,9.217638691,13.08411215,32.46088194,100,31025,0.4858,0.0557,0.1229,0.6367,0.2884,0.0022,0.0035,0.014,0.9557,0.0398,0.9895,0.9819,0.9946,0.54,0.1493,0.7393,0.9914,0.9994,0.9121,0.5307,40.07051659,52.15207547
Aleutians West Census Area,Alaska,53.66775033,-166.8904227,5714,1.301518125,15.17262647,15.14282335,44.3,30.1,19.19781601,25.90718348,20.23488641,90.625,52.86177106,3615,8.1,0,294.6175637,18.98734177,11.30801688,2.869198312,84.65844406,9.154826625,8.286391194,9.8,12.3,34.42104981,3.246563765,82633,20.44989775,0,28.1462585,8.579088472,11.1479993,6.884501136,8.294010889,34.47492574,100,35083,0.0551,0.0108,0.0589,0.482,0.0946,0.001,0.0232,0.014,0.6606,0.0191,0.9768,0.9446,0.9784,0.9599,0.0672,0.9911,0.9831,0.9933,0.9955,0.4537,40.44343867,50.644
Anchorage,Alaska,61.15077639,-149.104986,299321,175.3895984,14.99110713,15.04143203,31.8,17.6,21.4687602,24.27382635,12.74142058,80.60910869,70.96464172,151950,12.1,11.31283208,1006.657195,16.21891969,4.120224826,0.724016386,79.31356057,10.32867486,9.991899612,7.8,12.1,29.73926991,3.232161704,82113,46.51128945,462.5720672,60.85670835,12.81612928,24.46988043,11.09049249,2.408637268,49.10303288,4.117179415,37864,0.0672,0.3792,0.0325,0.0834,0.0755,0.0159,0.8157,0.1047,0.7771,0.2697,0.8109,0.7911,0.8558,0.9032,0.1869,0.8873,0.4537,0.6412,0.7857,0.4005,38.92942569,57.2704918
Bethel Census Area,Alaska,60.94731083,-159.5223609,17885,0.44084184,23.96387468,30.4180171,31,31.3,21.59028775,61.5886416,19.77842354,61.67664671,35.72794899,7400,41.2,3.872538172,246.9752501,60.26344676,36.00439078,35.67508233,72.08765427,17.40063468,16.69073623,6.1,21.5,35.17538821,3.0307446,44304,89.94014289,4.727448125,61.0794208,10.16654238,35.91348265,7.696530523,2.719910985,48.52876592,73.93757715,18231,0.9306,0.994,0.9172,0.772,0.9513,0.0022,0.9981,0.0707,0.9895,0.5349,0.9949,0.8325,0.9465,0.6125,0.113,0.9994,0.9984,0.716,0.9179,0.9628,38.94997114,55.98098361
Bristol Bay Borough,Alaska,58.74195143,-156.7028794,942,1.869604453,15.38526942,18.13764363,41.8,28.8,21.15521647,30.79486862,17.4386921,85.36585366,61.0619469,441,15.2,0,0,15.27777778,6.111111111,2.222222222,80.26269878,11.17726965,11.68098607,14.9,12.2,31.39145517,3.201368414,77257,85.83333333,0,52.85285285,4.04040404,19.04218928,14.48118586,0,46.63625998,100,41420,0.0455,0.3422,0.0162,0.1178,0.0614,0.007,0.6173,0.2496,0.8303,0.2652,0.866,0,0.4222,0.3572,0.1815,0.9296,0.9064,0.8138,0.8402,0.2996,38.94997114,54.73737705
Denali Borough,Alaska,63.6731969,-150.0094545,2125,0.166698171,13.48901921,17.5746877,25.3,18.1,22.98570107,20.20768759,13.9561058,64.70588235,72.37076649,1088,7.3,0,144.545454,26.24113475,6.95035461,16.31205674,77.69342052,10.18323472,10.79740824,4.9,14.5,29.99909218,3.191868075,75477,1.246105919,5.399698928,78.09076682,4.628099174,18.64983002,11.89898009,0.461680517,44.34191355,100,38337,0.227,0.0127,0.0302,0.0067,0.014,0.0048,0.0672,0.0433,0.0115,6.00E-04,0.4782,0,0.1977,0.3687,0.4253,0.9704,0.0019,0.9892,0.6199,0.0232,38.8316075,52.58486486
Dillingham Census Area,Alaska,59.80880284,-158.1908234,4980,0.268192848,23.02420086,26.93081718,35.6,23.9,21.5928896,45.81818182,17.43098842,67.0886076,48.79377432,2027,31.6,0,149.083798,37.81818182,21.45454546,14.90909091,73.56282155,15.07724956,14.73566061,10.3,16.5,34.9436369,3.112331097,54524,96.88073395,0,60.28169014,9.958847737,31.56,9.4,0.845007783,49.64,100,23520,0.5536,0.9086,0.5591,0.525,0.6769,0.0083,0.9828,0.2343,0.9841,0.6546,0.9869,0.645,0.8704,0.4148,0.0723,0.9981,0.9968,0.8233,0.8816,0.8481,38.94997114,54.94433333
Fairbanks North Star Borough,Alaska,64.8079232,-146.5636793,100150,13.63829063,11.95641275,15.85357887,30,18.2,22.84879939,26.66866807,13.23840093,73.87791742,72.44573935,46101,9.4,9.728894818,287.5825204,23.79266393,5.565783883,6.81206628,79.66217526,9.112987476,10.12658404,6.2,12.5,30.20848831,3.215666551,74268,22.23644463,107.7802173,58.50792868,13.93301543,24.10908246,10.31009084,0.641919874,46.13573673,30.87076378,34182,0.0586,0.7163,0.0688,0.0427,0.1741,0.0067,0.7701,0.0907,0.4944,0.1105,0.6867,0.5686,0.6457,0.8233,0.192,0.9436,0.4187,0.7714,0.8255,0.3486,38.79215296,58.78262295
Haines Borough,Alaska,59.11469218,-135.7005215,2528,1.089560569,12.7128327,16.1178286,27,20.8,20.68094572,20.00132191,17.98488665,78.26086957,71.3592233,1092,16.4,0,155.823919,25.21367521,10.68376068,16.23931624,84.7948385,10.23435711,10.94181761,7.4,13.3,29.51001767,3.152382531,58943,57.24907063,9.078267663,67.44639376,3.249475891,17.13823767,22.06952304,0.763035184,50.60630558,100,32673,0.0118,0.1299,0.0876,0.0153,0.0105,0.4273,0.0853,0.5559,0.0105,0.0516,0.6164,0.4285,0.5259,0.461,0.0844,0.9885,0.8153,0.5756,0.716,0.1576,38.44290043,58.56716981
Juneau City and Borough,Alaska,58.46978772,-134.1576529,32524,12.03698798,11.4644241,16.58487086,27.3,16,24.10706807,13.97318278,13.36833603,83.05084746,76.4157084,17232,8.5,15.57923599,714.1557496,12.85008237,4.448105437,1.235584844,80.40983931,8.862494837,9.846923793,6.5,10.3,31.18113869,3.210028886,79173,30.0524659,95.18246715,64.00447249,8.61663286,21.2686451,13.38398779,1.156791219,49.20125806,21.54436451,40592,0.0497,0.2369,0.0185,0.0131,0.0197,0.0357,0.4594,0.0611,0.5552,0.0567,0.745,0.6387,0.7342,0.8867,0.3719,0.9067,0.6297,0.5629,0.8949,0.2779,38.44290043,53.90344828
